Measure,Time,Ethnicity,Ethnicity_type,Geography_name,Geography_code,Geography_type,Value,Numerator,Denominator
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,1.2,7111,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,1.37,3842,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,0.65,2769,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,0.9,1495,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,0.78,2649,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,1.08,3131,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,0.18,81989,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,1.19,6321,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,0.38,217,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,1.44,35695,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,2.27,5228,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Hammersmith and Fulham,E09000013,Local Authority,1.46,4859,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Hammersmith and Fulham,E09000013,Local Authority,0.39,16635,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Hammersmith and Fulham,E09000013,Local Authority,1.15,21505,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Hammersmith and Fulham,E09000013,Local Authority,0.82,10044,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Hammersmith and Fulham,E09000013,Local Authority,0.26,124222,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Hammersmith and Fulham,E09000013,Local Authority,1.79,10087,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Haringey,E09000014,Local Authority,2.33,5945,254926
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.75,1920,254926
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Haringey,E09000014,Local Authority,1.73,4417,254926
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Haringey,E09000014,Local Authority,1.47,3744,254926
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Haringey,E09000014,Local Authority,3.19,8124,254926
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Haringey,E09000014,Local Authority,9.04,23037,254926
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Haringey,E09000014,Local Authority,7.1,18087,254926
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Haringey,E09000014,Local Authority,2.63,6706,254926
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Haringey,E09000014,Local Authority,1.9,4856,254926
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Haringey,E09000014,Local Authority,1.02,2609,254926
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Haringey,E09000014,Local Authority,1.47,3738,254926
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Haringey,E09000014,Local Authority,2.1,5345,254926
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Haringey,E09000014,Local Authority,34.69,88424,254926
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Haringey,E09000014,Local Authority,2.74,6997,254926
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.15,370,254926
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Haringey,E09000014,Local Authority,22.97,58552,254926
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.87,2229,254926
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Haringey,E09000014,Local Authority,3.85,9826,254926
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Haringey,E09000014,Local Authority,9.47,24150,254926
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Haringey,E09000014,Local Authority,18.76,47830,254926
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Haringey,E09000014,Local Authority,6.49,16548,254926
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Haringey,E09000014,Local Authority,60.54,154343,254926
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Haringey,E09000014,Local Authority,4.73,12055,254926
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.42,5945,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.17,1920,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.99,4417,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.95,3744,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.97,8124,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Haringey,E09000014,Local Authority,2.33,23037,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Haringey,E09000014,Local Authority,3.04,18087,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Haringey,E09000014,Local Authority,2.39,6706,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Haringey,E09000014,Local Authority,1.14,4856,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Haringey,E09000014,Local Authority,1.57,2609,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Haringey,E09000014,Local Authority,1.09,3738,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Haringey,E09000014,Local Authority,1.84,5345,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.2,88424,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Haringey,E09000014,Local Authority,1.32,6997,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.64,370,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Haringey,E09000014,Local Authority,2.36,58552,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Haringey,E09000014,Local Authority,0.97,2229,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Haringey,E09000014,Local Authority,2.95,9826,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Haringey,E09000014,Local Authority,0.57,24150,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Haringey,E09000014,Local Authority,2.56,47830,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Haringey,E09000014,Local Authority,1.35,16548,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Haringey,E09000014,Local Authority,0.32,154343,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Haringey,E09000014,Local Authority,2.14,12055,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Harrow,E09000015,Local Authority,26.37,63051,239056
% of local population in this ethnic group,2011,Pakistani,ONS 2011 18+1,Harrow,E09000015,Local Authority,3.26,7797,239056
% of local population in this ethnic group,2011,Bangladeshi,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.58,1378,239056
% of local population in this ethnic group,2011,Chinese,ONS 2011 18+1,Harrow,E09000015,Local Authority,1.1,2629,239056
% of local population in this ethnic group,2011,Asian Other,ONS 2011 18+1,Harrow,E09000015,Local Authority,11.27,26953,239056
% of local population in this ethnic group,2011,Black African,ONS 2011 18+1,Harrow,E09000015,Local Authority,3.57,8526,239056
% of local population in this ethnic group,2011,Black Caribbean,ONS 2011 18+1,Harrow,E09000015,Local Authority,2.85,6812,239056
% of local population in this ethnic group,2011,Black Other,ONS 2011 18+1,Harrow,E09000015,Local Authority,1.83,4370,239056
% of local population in this ethnic group,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.98,2344,239056
% of local population in this ethnic group,2011,Mixed White and Black African,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.44,1053,239056
% of local population in this ethnic group,2011,Mixed White and Asian,ONS 2011 18+1,Harrow,E09000015,Local Authority,1.43,3417,239056
% of local population in this ethnic group,2011,Mixed Other,ONS 2011 18+1,Harrow,E09000015,Local Authority,1.12,2685,239056
% of local population in this ethnic group,2011,White British,ONS 2011 18+1,Harrow,E09000015,Local Authority,30.88,73826,239056
% of local population in this ethnic group,2011,White Irish,ONS 2011 18+1,Harrow,E09000015,Local Authority,3.07,7336,239056
% of local population in this ethnic group,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.08,181,239056
% of local population in this ethnic group,2011,White Other,ONS 2011 18+1,Harrow,E09000015,Local Authority,8.22,19648,239056
% of local population in this ethnic group,2011,Arab,ONS 2011 18+1,Harrow,E09000015,Local Authority,1.55,3708,239056
% of local population in this ethnic group,2011,Other ethnic group,ONS 2011 18+1,Harrow,E09000015,Local Authority,1.4,3342,239056
% of local population in this ethnic group,2011,Asian,ONS 2011 5+1,Harrow,E09000015,Local Authority,42.59,101808,239056
% of local population in this ethnic group,2011,Black,ONS 2011 5+1,Harrow,E09000015,Local Authority,8.24,19708,239056
% of local population in this ethnic group,2011,Mixed,ONS 2011 5+1,Harrow,E09000015,Local Authority,3.97,9499,239056
% of local population in this ethnic group,2011,White,ONS 2011 5+1,Harrow,E09000015,Local Authority,42.25,100991,239056
% of local population in this ethnic group,2011,Other,ONS 2011 5+1,Harrow,E09000015,Local Authority,2.95,7050,239056
% of national ethnic population in this LA area,2011,Indian,ONS 2011 18+1,Harrow,E09000015,Local Authority,4.46,63051,1412958
% of national ethnic population in this LA area,2011,Pakistani,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.69,7797,1124511
% of national ethnic population in this LA area,2011,Bangladeshi,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.31,1378,447201
% of national ethnic population in this LA area,2011,Chinese,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.67,2629,393141
% of national ethnic population in this LA area,2011,Asian Other,ONS 2011 18+1,Harrow,E09000015,Local Authority,3.23,26953,835720
% of national ethnic population in this LA area,2011,Black African,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.86,8526,989628
% of national ethnic population in this LA area,2011,Black Caribbean,ONS 2011 18+1,Harrow,E09000015,Local Authority,1.15,6812,594825
% of national ethnic population in this LA area,2011,Black Other,ONS 2011 18+1,Harrow,E09000015,Local Authority,1.56,4370,280437
% of national ethnic population in this LA area,2011,Mixed White and Black Caribbean,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.55,2344,426715
% of national ethnic population in this LA area,2011,Mixed White and Black African,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.63,1053,165974
% of national ethnic population in this LA area,2011,Mixed White and Asian,ONS 2011 18+1,Harrow,E09000015,Local Authority,1,3417,341727
% of national ethnic population in this LA area,2011,Mixed Other,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.93,2685,289984
% of national ethnic population in this LA area,2011,White British,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.16,73826,45134686
% of national ethnic population in this LA area,2011,White Irish,ONS 2011 18+1,Harrow,E09000015,Local Authority,1.38,7336,531087
% of national ethnic population in this LA area,2011,White Gypsy or Irish Traveller,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.31,181,57680
% of national ethnic population in this LA area,2011,White Other,ONS 2011 18+1,Harrow,E09000015,Local Authority,0.79,19648,2485942
% of national ethnic population in this LA area,2011,Arab,ONS 2011 18+1,Harrow,E09000015,Local Authority,1.61,3708,230600
% of national ethnic population in this LA area,2011,Other ethnic group,ONS 2011 18+1,Harrow,E09000015,Local Authority,1,3342,333096
% of national ethnic population in this LA area,2011,Asian,ONS 2011 5+1,Harrow,E09000015,Local Authority,2.42,101808,4213531
% of national ethnic population in this LA area,2011,Black,ONS 2011 5+1,Harrow,E09000015,Local Authority,1.06,19708,1864890
% of national ethnic population in this LA area,2011,Mixed,ONS 2011 5+1,Harrow,E09000015,Local Authority,0.78,9499,1224400
% of national ethnic population in this LA area,2011,White,ONS 2011 5+1,Harrow,E09000015,Local Authority,0.21,100991,48209395
% of national ethnic population in this LA area,2011,Other,ONS 2011 5+1,Harrow,E09000015,Local Authority,1.25,7050,563696
% of local population in this ethnic group,2011,Indian,ONS 2011 18+1,Havering,E09000016,Local Authority,2.11,5017,237232
